curly,dot-location,eqeqeq,vars-on-top,no-unused-vars,no-use-before-define,id-length,semi,max-len,max-statements,no-bitwise,LOC,NCLOC,codePerLine,emptyLine,mixLOC,paremeter,mostDepth,Url
0,0,0,1,0,0,0,1,0,0,0,5,1,28.4,0,1,0,1,http://rosettacode.org//wiki/Inheritance/Single
1,0,0,3,0,0,3,3,0,0,0,21,0,22.571428571428573,0,0,0,1,http://rosettacode.org//wiki/Singleton
0,0,0,0,0,0,2,3,0,0,0,7,0,20.714285714285715,0,0,0,1,http://rosettacode.org//wiki/Sorting_algorithms/Sleep_sort
0,0,0,0,0,0,1,1,0,0,0,3,0,30,0,0,0,1,http://rosettacode.org//wiki/Sorting_algorithms/Sleep_sort
10,0,3,1,0,0,24,3,0,2,5,127,0,17.590551181102363,9,0,1,1,http://rosettacode.org//wiki/24_game/Solve
0,0,0,0,1,0,3,1,0,0,0,20,2,19.15,0,2,0,1,http://rosettacode.org//wiki/Sort_an_array_of_composite_structures
0,0,0,1,0,0,2,0,0,0,0,6,0,22,0,0,2,1,http://rosettacode.org//wiki/Sort_an_integer_array
0,0,0,2,1,0,6,0,0,0,0,16,0,24.6875,0,0,2,1,http://rosettacode.org//wiki/Sort_disjoint_sublist
0,3,0,0,0,0,3,1,0,0,0,21,2,29.476190476190474,0,0,0,1,http://rosettacode.org//wiki/Sort_disjoint_sublist
0,0,0,0,0,0,2,2,0,0,0,12,1,23.666666666666668,0,0,0,1,http://rosettacode.org//wiki/Sort_stability
1,0,1,1,0,0,3,0,0,0,0,9,1,34.44444444444444,0,1,2,1,http://rosettacode.org//wiki/Sort_using_a_custom_comparator
1,3,0,1,1,0,32,2,0,0,0,96,21,23.3125,0,0,0,1,http://rosettacode.org//wiki/Soundex
0,37,0,0,0,0,5,0,2,0,0,123,1,30.178861788617887,0,0,1,1,http://rosettacode.org//wiki/Soundex
0,0,0,0,0,0,0,0,0,0,0,7,1,13.857142857142858,0,1,0,1,http://rosettacode.org//wiki/Special_variables
0,0,0,1,0,0,2,0,0,0,0,8,1,20.75,0,1,0,1,http://rosettacode.org//wiki/Special_variables
0,0,0,0,0,0,0,0,0,0,0,2,0,50.5,0,0,0,1,http://rosettacode.org//wiki/Speech_synthesis
2,0,1,0,0,0,4,2,0,1,0,31,1,23.419354838709676,0,0,0,1,http://rosettacode.org//wiki/Spiral_matrix
0,0,0,1,0,3,8,0,0,0,0,53,6,33.45283018867924,0,0,0,1,http://rosettacode.org//wiki/Spiral_matrix
0,0,0,0,0,0,0,1,0,0,0,7,0,16.571428571428573,0,0,0,1,http://rosettacode.org//wiki/Spiral_matrix
9,0,0,10,0,0,9,5,0,1,0,108,0,38.574074074074076,3,0,1,1,http://rosettacode.org//wiki/Stable_marriage_problem
0,0,0,0,0,0,0,1,0,0,0,5,2,22.4,0,2,0,1,http://rosettacode.org//wiki/Stack
0,0,1,0,1,0,0,8,0,0,0,15,0,21.933333333333334,0,0,0,1,http://rosettacode.org//wiki/Stack
0,0,0,0,1,0,0,0,0,0,0,22,0,22.636363636363637,0,0,0,1,http://rosettacode.org//wiki/Stack
0,0,0,0,0,0,1,0,0,0,0,5,0,11.6,0,0,0,1,http://rosettacode.org//wiki/Stack_traces
0,0,0,1,0,0,1,0,0,0,0,9,1,20.88888888888889,0,1,0,1,http://rosettacode.org//wiki/Stack_traces
0,0,0,0,0,0,6,1,0,0,0,18,0,25.72222222222222,0,0,0,1,http://rosettacode.org//wiki/Standard_deviation
0,0,0,0,0,0,0,1,0,0,0,3,0,31.666666666666668,0,0,0,1,http://rosettacode.org//wiki/Standard_deviation
0,0,0,0,0,0,0,0,0,0,0,1,0,44,0,0,0,1,http://rosettacode.org//wiki/Hello_world/Standard_error
0,0,0,0,0,0,0,1,0,0,0,1,0,31,0,0,0,1,http://rosettacode.org//wiki/Hello_world/Standard_error
0,0,0,0,0,0,0,1,0,0,0,1,1,70,0,1,0,1,http://rosettacode.org//wiki/Hello_world/Standard_error
0,0,0,0,0,0,0,1,0,0,0,1,1,63,0,1,0,1,http://rosettacode.org//wiki/Hello_world/Standard_error
0,0,0,2,1,0,3,0,0,1,0,19,0,22.68421052631579,0,0,3,1,http://rosettacode.org//wiki/Sorting_algorithms/Stooge_sort
0,0,0,0,0,0,0,0,0,0,0,3,0,21,0,0,0,1,http://rosettacode.org//wiki/Sorting_algorithms/Stooge_sort
0,0,0,0,0,0,0,1,1,0,0,6,0,30.166666666666668,0,0,0,1,http://rosettacode.org//wiki/Literals/String
0,0,0,1,0,0,0,0,0,0,0,7,2,29.857142857142858,0,0,0,1,http://rosettacode.org//wiki/String_append
0,0,0,0,0,0,0,0,0,0,0,2,0,33,0,0,0,1,http://rosettacode.org//wiki/String_case
0,0,0,0,2,0,0,0,0,0,0,3,0,33,0,0,0,1,http://rosettacode.org//wiki/String_case
0,0,0,0,0,0,1,2,0,0,0,2,0,17.5,0,0,0,1,http://rosettacode.org//wiki/String_concatenation
0,0,0,0,1,0,0,0,1,0,0,3,1,46.666666666666664,0,1,0,1,http://rosettacode.org//wiki/String_interpolation_(included)
0,0,0,0,1,0,2,0,0,0,0,2,1,29,0,1,0,1,http://rosettacode.org//wiki/String_length
0,0,0,0,2,0,0,0,0,0,0,4,3,39.25,0,3,0,1,http://rosettacode.org//wiki/String_length
0,0,2,0,0,0,1,10,4,0,2,20,4,47.1,0,0,0,2,http://rosettacode.org//wiki/String_matching
0,0,0,0,0,0,1,2,0,0,0,4,1,15.75,0,0,0,1,http://rosettacode.org//wiki/String_prepend
0,0,0,0,1,0,0,0,0,0,0,3,0,33,0,0,2,1,http://rosettacode.org//wiki/Strip_a_set_of_characters_from_a_string
0,0,0,2,0,0,1,0,1,0,0,8,2,47.625,0,2,1,1,http://rosettacode.org//wiki/Strip_comments_from_a_string
0,0,0,0,1,0,1,0,0,0,0,7,0,24.857142857142858,0,0,0,1,http://rosettacode.org//wiki/Strip_comments_from_a_string
0,0,0,0,0,0,3,0,0,0,0,10,1,25.4,0,0,0,1,http://rosettacode.org//wiki/Strip_control_codes_and_extended_characters_from_a_string
0,0,0,0,0,0,0,1,0,0,0,1,0,6,0,0,0,1,http://rosettacode.org//wiki/Strip_control_codes_and_extended_characters_from_a_string
0,0,0,0,0,0,2,0,0,0,0,14,11,40.857142857142854,0,6,0,1,http://rosettacode.org//wiki/Substring
0,0,0,0,0,0,1,0,0,0,0,9,0,18.22222222222222,0,0,0,1,http://rosettacode.org//wiki/Sum_and_product_of_an_array
0,0,0,0,0,0,4,0,0,0,0,8,0,24.125,0,0,0,1,http://rosettacode.org//wiki/Sum_and_product_of_an_array
0,5,0,0,0,0,2,0,0,0,0,21,4,27.333333333333332,0,0,0,1,http://rosettacode.org//wiki/Sum_digits_of_an_integer
0,0,0,0,0,0,0,1,0,0,0,1,0,24,0,0,0,1,http://rosettacode.org//wiki/Sum_multiples_of_3_and_5
3,0,0,2,0,3,11,1,0,0,0,49,5,32.53061224489796,0,0,0,1,http://rosettacode.org//wiki/Sum_multiples_of_3_and_5
0,0,0,0,0,0,0,1,0,0,0,11,0,20.454545454545453,0,0,0,1,http://rosettacode.org//wiki/Sum_multiples_of_3_and_5
1,0,1,1,1,0,4,3,0,0,0,6,0,25.833333333333332,0,0,1,1,http://rosettacode.org//wiki/Sum_multiples_of_3_and_5
0,0,0,0,1,3,3,3,0,0,0,8,0,20.25,1,0,1,1,http://rosettacode.org//wiki/Sum_multiples_of_3_and_5
0,0,0,1,0,0,2,1,0,0,0,3,0,37.333333333333336,0,0,0,1,http://rosettacode.org//wiki/Sum_multiples_of_3_and_5
1,0,0,0,0,0,4,2,0,0,0,8,1,20.625,0,1,3,1,http://rosettacode.org//wiki/Sum_of_a_series
0,0,0,0,0,0,6,0,0,0,0,21,0,20.285714285714285,1,0,0,1,http://rosettacode.org//wiki/Sum_of_a_series
0,0,0,0,0,0,0,1,0,0,0,1,0,18,0,0,0,1,http://rosettacode.org//wiki/Sum_of_a_series
0,0,0,0,0,0,1,0,0,0,0,9,1,22.22222222222222,0,1,1,1,http://rosettacode.org//wiki/Sum_of_squares
1,0,0,0,0,0,1,0,0,0,0,7,1,23,0,1,1,1,http://rosettacode.org//wiki/Sum_of_squares
0,0,0,0,0,0,0,1,0,0,0,1,0,46,0,0,0,1,http://rosettacode.org//wiki/Sum_of_squares
0,0,0,0,0,0,2,0,0,0,0,5,0,22.4,0,0,0,1,http://rosettacode.org//wiki/Sum_of_squares
1,0,0,4,0,0,5,2,1,1,0,73,3,32.397260273972606,1,3,3,1,http://rosettacode.org//wiki/Sutherland-Hodgman_polygon_clipping
0,0,1,2,0,0,6,1,0,0,0,15,2,29.6,0,0,2,1,http://rosettacode.org//wiki/Symmetric_difference
4,0,2,3,1,0,14,0,0,0,0,30,7,25.1,1,0,2,1,http://rosettacode.org//wiki/Symmetric_difference
0,0,0,0,0,0,0,2,0,0,0,2,2,58,0,2,0,1,http://rosettacode.org//wiki/System_time
0,0,1,4,1,0,4,0,0,0,0,25,2,27.96,0,0,0,3,http://rosettacode.org//wiki/Take_notes_on_the_command_line
0,0,1,2,1,0,0,0,0,0,0,7,0,27.142857142857142,0,0,0,1,http://rosettacode.org//wiki/User_input/Text
0,0,1,2,1,0,0,0,0,0,0,7,0,21.142857142857142,0,0,0,1,http://rosettacode.org//wiki/User_input/Text
2,0,1,3,0,0,3,0,2,0,0,33,0,27.12121212121212,0,0,0,1,http://rosettacode.org//wiki/The_Twelve_Days_of_Christmas
0,2,0,0,0,0,1,0,0,0,0,70,3,34.628571428571426,0,3,0,1,http://rosettacode.org//wiki/The_Twelve_Days_of_Christmas
0,2,0,0,0,0,17,0,3,0,0,25,0,40.96,0,0,0,1,http://rosettacode.org//wiki/The_Twelve_Days_of_Christmas
0,0,0,0,0,0,0,1,0,0,0,38,1,24.36842105263158,0,0,0,1,http://rosettacode.org//wiki/The_Twelve_Days_of_Christmas
0,0,0,0,0,0,0,0,0,0,0,1,0,54,0,0,0,1,http://rosettacode.org//wiki/Tokenize_a_string
4,0,2,4,0,0,9,9,1,0,0,13,0,33.23076923076923,0,0,3,1,http://rosettacode.org//wiki/Tokenize_a_string_with_escaping
0,0,0,0,0,0,0,0,0,0,0,3,3,57,0,3,0,1,http://rosettacode.org//wiki/Substring/Top_and_tail
0,0,1,6,0,5,5,1,0,0,0,109,4,18.862385321100916,3,2,1.25,1,http://rosettacode.org//wiki/Top_rank_per_group
0,0,0,0,1,0,5,0,0,0,0,33,0,26.757575757575758,0,0,0,1,http://rosettacode.org//wiki/Top_rank_per_group
0,0,0,0,0,0,4,0,0,0,0,8,0,23.25,0,0,4,1,http://rosettacode.org//wiki/Towers_of_Hanoi
0,1,0,0,0,0,5,0,0,0,0,14,1,25.714285714285715,0,0,0,1,http://rosettacode.org//wiki/Towers_of_Hanoi
0,0,0,0,0,0,0,1,0,0,0,5,0,24.4,0,0,0,1,http://rosettacode.org//wiki/Towers_of_Hanoi
1,0,1,1,0,0,0,3,0,0,0,12,0,25.416666666666668,0,0,0,1,http://rosettacode.org//wiki/Singly-linked_list/Traversal
0,0,0,0,0,0,8,3,0,0,0,37,7,24.64864864864865,0,0,0,1,http://rosettacode.org//wiki/Singly-linked_list/Traversal
7,0,1,3,0,0,4,8,0,0,0,60,1,27.833333333333332,0,0,2,1,http://rosettacode.org//wiki/Tree_traversal
0,2,0,1,0,18,10,0,0,0,0,76,1,26.11842105263158,3,0,0,1,http://rosettacode.org//wiki/Tree_traversal
0,0,0,0,0,0,0,1,0,0,0,7,0,31.714285714285715,0,0,0,1,http://rosettacode.org//wiki/Tree_traversal
0,4,0,4,0,2,4,0,0,0,0,98,12,32.54081632653061,0,1,0,1,http://rosettacode.org//wiki/Tree_traversal
0,0,0,0,0,0,0,0,1,0,0,21,7,33.333333333333336,0,1,0,1,http://rosettacode.org//wiki/Trigonometric_functions
10,0,10,1,1,3,4,0,4,2,3,76,0,31.61842105263158,5,0,0.6,1,http://rosettacode.org//wiki/Truth_table
0,0,0,0,0,0,0,1,0,0,0,1,0,47,0,0,0,1,http://rosettacode.org//wiki/URL_decoding
0,0,0,0,1,0,0,0,0,0,0,2,1,36,0,1,0,1,http://rosettacode.org//wiki/URL_encoding
0,0,0,0,0,0,3,0,4,0,0,41,10,78.04878048780488,0,10,0,1,http://rosettacode.org//wiki/URL_parser
0,0,0,1,0,0,3,0,0,0,0,9,1,20.555555555555557,0,1,0,1,http://rosettacode.org//wiki/Undefined_values
0,0,0,0,0,0,1,0,0,0,0,3,2,22.333333333333332,0,2,0,1,http://rosettacode.org//wiki/Undefined_values
0,0,0,0,0,0,1,1,0,0,0,6,1,36.833333333333336,0,1,0,1,http://rosettacode.org//wiki/Unicode_variable_names
0,0,1,0,0,0,2,1,0,0,0,10,1,18,0,1,0,1,http://rosettacode.org//wiki/Queue/Usage
8,0,0,6,0,0,1,10,4,1,0,118,32,35.432203389830505,0,7,0,1,http://rosettacode.org//wiki/Using_the_Meetup.com_API
0,0,0,1,0,0,2,1,0,0,0,9,1,20.666666666666668,0,1,0,1,http://rosettacode.org//wiki/Closures/Value_capture
0,2,0,1,0,0,5,1,0,0,0,17,1,22.41176470588235,0,0,0,1,http://rosettacode.org//wiki/Closures/Value_capture
0,0,0,2,0,0,8,2,2,0,0,51,15,22.88235294117647,0,3,0.16666666666666666,1,http://rosettacode.org//wiki/Variables
1,0,0,1,0,0,1,1,0,0,0,7,0,26.571428571428573,0,0,0,1,http://rosettacode.org//wiki/Variadic_function
0,0,0,0,0,0,0,2,0,0,0,2,0,35,0,0,0,1,http://rosettacode.org//wiki/Variadic_function
0,0,3,0,0,0,15,0,0,1,0,61,6,21.852459016393443,3,1,2,1,http://rosettacode.org//wiki/Vector_products
0,0,0,4,0,0,4,0,3,0,0,22,4,28.363636363636363,0,0,2,1,http://rosettacode.org//wiki/Vigen%C3%A8re_cipher
0,0,0,0,0,0,0,0,0,0,0,7,2,36.142857142857146,0,2,0,1,http://rosettacode.org//wiki/Web_scraping
0,0,0,0,0,0,0,0,0,0,0,7,0,27.714285714285715,0,0,0,1,http://rosettacode.org//wiki/Hello_world/Web_server
0,0,0,0,0,0,1,0,0,0,0,5,0,10.6,0,0,0,1,http://rosettacode.org//wiki/Loops/While
0,0,0,0,0,0,3,0,0,0,0,18,0,19.833333333333332,0,0,3,1,http://rosettacode.org//wiki/Loops/While
0,0,0,0,0,0,0,10,0,0,0,10,0,1.9,0,0,0,1,http://rosettacode.org//wiki/Loops/While
0,0,0,0,0,0,0,0,0,0,0,19,0,34.8421052631579,1,0,0,1,http://rosettacode.org//wiki/Guess_the_number/With_feedback
0,0,0,3,1,0,0,0,0,0,0,12,1,31,0,0,2,1,http://rosettacode.org//wiki/Word_wrap
0,0,0,0,0,0,0,0,0,0,0,1,0,29,0,0,0,1,http://rosettacode.org//wiki/Word_wrap
0,0,0,0,0,0,0,0,0,0,0,1,0,29,0,0,0,1,http://rosettacode.org//wiki/Word_wrap
0,1,0,0,0,0,2,1,0,0,0,21,0,30.571428571428573,1,0,0,1,http://rosettacode.org//wiki/Word_wrap
0,0,0,2,0,0,11,1,1,1,0,67,18,30.98507462686567,0,0,0,1,http://rosettacode.org//wiki/Monads/Writer_monad
0,0,2,7,0,0,0,0,2,0,0,20,7,39.4,0,3,0,1,http://rosettacode.org//wiki/XML/XPath
0,0,0,2,2,0,11,2,0,0,0,24,0,21,0,0,1,1,http://rosettacode.org//wiki/Y_combinator
0,0,0,0,1,0,4,0,0,0,0,9,0,19.444444444444443,0,0,1,1,http://rosettacode.org//wiki/Y_combinator
0,0,0,2,2,0,5,0,0,0,0,15,0,22.8,0,0,1,1,http://rosettacode.org//wiki/Y_combinator
0,0,0,0,1,0,2,0,0,0,0,5,0,18.2,0,0,1,1,http://rosettacode.org//wiki/Y_combinator
0,0,0,0,1,0,2,0,0,0,0,5,0,20.6,0,0,1,1,http://rosettacode.org//wiki/Y_combinator
4,0,0,7,1,0,4,4,5,0,0,57,15,38.36842105263158,0,9,4,1,http://rosettacode.org//wiki/Yin_and_yang
0,0,0,4,0,0,14,17,3,1,0,67,5,34.1044776119403,1,0,0,1,http://rosettacode.org//wiki/Yin_and_yang
0,0,1,1,0,0,16,1,2,1,0,83,8,26.72289156626506,1,2,2.5,1,http://rosettacode.org//wiki/Yin_and_yang
7,0,1,4,0,0,6,0,0,1,0,29,2,21.724137931034484,0,0,1,1,http://rosettacode.org//wiki/Zig-zag_matrix
0,0,0,0,0,0,11,0,1,0,0,59,34,38.389830508474574,0,0,0,1,http://rosettacode.org//wiki/Zig-zag_matrix
0,0,0,0,0,0,0,1,0,0,0,7,0,16.571428571428573,0,0,0,1,http://rosettacode.org//wiki/Zig-zag_matrix
0,0,2,1,2,1,8,5,0,2,0,57,8,22.982456140350877,0,2,2.5,1,http://rosettacode.org//wiki/Fibonacci_word/fractal
1,0,0,3,0,0,2,0,0,0,0,7,0,26.714285714285715,0,0,0,1,http://rosettacode.org//wiki/Non-decimal_radices/Output
